সত্ত্বেও_স্বাস্হ্য_সুন্দর,54
নির্বাচন_অবাধ_সুষ্ঠু,54
হাফ_সেঞ্চুরি_পূরণ,65
সামাজিক_অবস্থান_সুদৃঢ়,69
বেশির_ভাগ_সময়,227
কাজকর্মে_উৎসাহ_বোধ,136
টাকা_কেজি_দরে,140
বদিউল_আলম_মজুমদার,109
কর্কট_Jun_Jul,615
অধীনদের_লাগাতে_পারবেন,93
আপনাকে_অভিনন্দন_জানাবে,52
আয়োজিত_সংবাদ_সম্মেলনে,212
আওয়ামী_লীগের_প্রার্থী,195
আর্থিক_প্রতিষ্ঠান_বিভাগের,38
উপজেলা_কৃষি_কর্মকর্তা,67
বাংলাদেশ_ছাত্র_অধিকার,80
গানটির_কথা_সুর,52
অর্থবছরের_লভ্যাংশ_ঘোষণা,54
মামলার_প্রধান_আসামি,55
নির্বাচন_কমিশন_গঠনের,52
বিভাগ_ঢাকা_বিশ্ববিদ্যালয়,121
দিনটি_শুভ_সম্ভাবনাময়,172
সেরকমই_বিষয়গুলি_ইচ্ছামাফিক,86
গলা_কেটে_হত্যা,60
ঢাকা_বিশ্ববিদ্যালয়ের_শিক্ষক,82
বাণিজ্যমন্ত্রী_তোফায়েল_আহমেদ,255
সূচক_কমেছে_পয়েন্ট,70
রাত_সাড়ে_টায়,63
অস্থিরতা_পরিহার_করুন,69
গয়েশ্বর_চন্দ্র_রায়,60
খেলাপি_ঋণের_পরিমাণ,81
বিবাহিত_জীবনের_সেরা,43
ওমর_শরীফ_পল্লব,1
চার_ছক্কায়_রান,226
অগ্রণী_ভূমিকা_পালন,64
গতকাল_মঙ্গলবার_রাতে,86
মুহম্মদ_জাফর_ইকবাল,60
দশমিক_বিলিয়ন_ডলার,83
নজরুল_ইসলাম_মঞ্জু,73
সংস্থা_বাংলাদেশ_সিকিউরিটিজ,8
পুলিশ_সুপার_এসপি,63
রানে_উইকেট_হারায়,58
পুলিশ_লাশ_উদ্ধার,66
গ্রেপ্তার_ব্যক্তিরা_হলেন,61
আওয়ামী_লীগের_প্রার্থীর,56
বেলা_সাড়ে_টার,132
ঊর্ধ্বতন_কর্মকর্তারা_উপস্থিত,126
সৈয়দ_মনজুরুল_ইসলাম,65
বৃশ্চিক_অক্টোবর_নভেম্বর,539
সমস্যার_সমাধান_পারবেন,63
বেশির_ভাগ_ক্ষেত্রেই,133
হাজার_টাকায়_বিক্রি,88
গানটির_কথা_লিখেছেন,72
প্রতিটি_শেয়ারের_দাম,61
ঢাকার_বাজারে_গতকাল,72
সম্মিলিত_সাংস্কৃতিক_জোটের,65
নিবিড়_পরিচর্যা_কেন্দ্রে,63
পাসের_হার_জিপিএ,56
বাংলাদেশ_পরিসংখ্যান_ব্যুরো,61
অনুবাদ_প্রতীক_বর্ধন,259
হাফ_সেঞ্চুরি_নেন,134
পকেটে_বাড়ি_ফিরতে,72
উচ্চ_আদালতে_আপিল,64
বৃশ্চিক_অক্টোবর_নভেম্বর,63
জেনারেল_হাসপাতালে_ভর্তি,53
প্রধানমন্ত্রী_নরেন্দ্র_মোদি,129
দশমিক_শতাংশ_হারে,61
হাজার_কোটি_ডলারের,132
ব্যয়_বৃদ্ধি_পেতে,111
রাখার_চেষ্টা_করুন,79
বিপরীত_দিক_আসা,90
গুরুত্বপূর্ণ_কাজ_শেষ,89
ঘটায়_প্রেম_পরাজিত,64
কমেছে_দশমিক_শতাংশ,51
সাংগঠনিক_সুফল_পাবেন,82
নম্বর_ওয়ার্ডের_কাউন্সিলর,76
প্রচুর_পরিমাণে_ভিটামিন,54
পানি_উন্নয়ন_বোর্ডের,78
সূচকে_বাংলাদেশের_অবস্থান,51
বিএনপির_চেয়ারপারসনের_উপদেষ্টা,61
সকাল_সাড়ে_নয়টার,52
আকবর_আলি_খান,133
সিংহ_Jul_Aug,615
পরিকল্পনা_এড়িয়ে_চলুন,64
আগের_যেকোনো_সময়ের,56
পবিত্র_ঈদুল_আজহা,56
বাস_চলাচল_বন্ধ,93
দাম্পত্য_সম্পর্ক_ভালো,92
গাজীপুর_সিটি_করপোরেশনের,75
বিশ্ব_স্বাস্থ্য_সংস্থা,96
সময়_এখনো_বিষাদে,63
বিভাগের_অতিরিক্ত_সচিব,52
হাজার_মার্কিন_ডলার,95
ঋণের_সুদের_হার,69
তথ্যের_সত্যতা_নিশ্চিত,98
আওয়ামী_লীগের_নেতা,181
ওপর_হামলা_চালায়,52
পরিবারের_সদস্যদের_সাথে,134
থানায়_হত্যা_মামলা,84
খালেদা_জিয়া_কারাগারে,41
পরিবারের_কাঠিন্য_দেখাবেন,73
ঢাকা_আন্তর্জাতিক_বাণিজ্য,58
নির্বাহী_কমিটির_সদস্য,88
গতকাল_শুক্রবার_রাতে,77
বিএনপির_মেয়র_প্রার্থী,70
টেকসই_উন্নয়ন_লক্ষ্যমাত্রা,81
স্থানীয়_সরকার_নির্বাচনে,57
বিমান_বাংলাদেশ_এয়ারলাইনস,56
বাংলাদেশ_জাতীয়_ক্রিকেট,65
প্রধান_চরিত্রে_অভিনয়,60
সবচেয়ে_গুরুত্বপূর্ণ_বিষয়,67
কোটি_লাখ_ডলার,66
চেন্নাই_সুপার_কিংস,75
কথা_বলার_সময়,215
ভালো_কাজ_আদায়,118
সংগ্রহ_উইকেটে_রান,137
মানসিক_চাপ_আনতে,53
পড়াশোনায়_বসাতে_পারবেন,134
অবস্থান_কর্মসূচি_পালন,75
ব্যবস্থাপনা_পরিচালক_এমডি,164
মালিক_সমিতির_সভাপতি,61
পেয়েছেন_হাজার_ভোট,85
ভোক্তা_অধিকার_সংরক্ষণ,59
নামের_ব্যক্তি_নিহত,76
বন্দুকযুদ্ধের_ঘটনা_ঘটে,52
বাংলাদেশের_কমিউনিস্ট_পার্টি,52
দলের_হাল_ধরেন,66
পাকিস্তান_ক্রিকেট_বোর্ড,68
পদ্মা_সেতু_প্রকল্পে,53
দলের_নেতা_কর্মীরা,58
চলতি_বছরের_মার্চ,58
অতিরিক্ত_জেলা_দায়রা,60
গতকাল_শনিবার_রাতে,66
চিন্তার_সামর্থ্যকে_বিনষ্ট,59
স্টেট_ইউনিভার্সিটির_রাজনীতি,84
তিন_নম্বরে_নামা,71
শরীর_স্বাস্থ্য_ভালো,55
উচ্চশিক্ষার্থীদের_দিনটি_শুভ,56
বিএনপির_ভাইস_চেয়ারম্যান,96
প্রধান_নির্বাহী_কর্মকর্তা,470
থানার_উপপরিদর্শক_এসআই,340
মাশরাফি_বিন_মুর্তজা,311
মানসিক_প্রশান্তি_বজায়,58
হাতমারফৎ_বার্তা_যাচাই,99
টাকাপয়সা_লাভ_প্রত্যাশামাফিক,56
বেসামরিক_বিমান_পরিবহন,56
ঢাকা_মহানগর_পুলিশের,102
মহেন্দ্র_সিং_ধোনির,92
নজরুল_ইসলাম_খান,168
বিশ্বের_সবচেয়ে_দামি,67
দাম_মার্কিন_ডলার,71
রানের_ইনিংস_খেলেন,62
পাঁচ_হাজার_টাকা,128
সংস্কৃতিমন্ত্রী_আসাদুজ্জামান_নূর,94
পাওনা_কোটি_টাকা,54
লিমিটেডের_ব্যবস্থাপনা_পরিচালক,130
বাংলাদেশ_সড়ক_পরিবহন,125
গ্রেপ্তারের_চেষ্টা_চলছে,105
মানসিক_স্বাস্থ্য_ইনস্টিটিউট,10
ব্যাংক_আর্থিক_প্রতিষ্ঠানের,63
সাংবাদিকের_প্রশ্নের_জবাবে,58
মেষ_মার্চ_এপ্রিল,101
মীন_ফেব্রুয়ারি_মার্চ,546
হাজার_কোটি_টাকার,58
বাংলাদেশের_সংগ্রহ_উইকেটে,55
আজকে_সবকাছু_ভালোর,96
প্রভাবিত_বেশী_খরচ,65
সম্মিলিত_সামরিক_হাসপাতালে,52
তুলা_Sep_Oct,504
অতিরিক্ত_জেলা_প্রশাসক,117
বুদ্ধিমত্তার_সময়_সুযোগের,55
আর্থিক_দিক_ভালো,331
কাটিয়ে_উঠতে_পারবেন,27
গ্রুপের_ব্যবস্থাপনা_পরিচালক,86
বক্তারা_এসব_কথা,60
বেগম_খালেদা_জিয়ার,51
কলকাতা_নাইট_রাইডার্সের,58
রায়_ঘোষণার_সময়,58
মন্ত্রণালয়ের_অতিরিক্ত_সচিব,59
দূরের_যাত্রা_শুভ,463
বেহাত_সম্পদের_দখল,51
বাংলাদেশ_ক্রিকেট_দলের,84
বেড়েছে_দশমিক_শতাংশ,69
ক্ষমা_প্রার্থনা_করুন,53
আইনশৃঙ্খলা_রক্ষাকারী_বাহিনীকে,110
চিকিৎসাধীন_অবস্থায়_মারা,72
গবেষণায়_উঠে_এসেছে,59
সিরাজুল_ইসলাম_চৌধুরী,96
থাকার_চেষ্টা_করুন,68
ফায়ার_সার্ভিসের_কর্মীরা,73
সম্ভাব্য_চরম_মন্দ,58
বিরুদ্ধে_কঠোর_ব্যবস্থা,83
মহেন্দ্র_সিং_ধোনি,150
সরকারি_বিদ্যালয়_কেন্দ্রে,83
রাজনৈতিক_তৎপরতা_শুভ,76
মেডিকেল_কলেজ_হাসপাতালে,95
সবচেয়ে_ভাল_জিনিস,69
কার্বন_ডাই_অক্সাইড,91
আবু_বকর_সিদ্দিক,64
লীগের_যুগ্ম_সম্পাদক,52
যাত্রাপথে_সতর্ক_থাকুন,65
সূত্র_ডেকন_ক্রনিকল,143
গুরুত্বপূর্ণ_ভূমিকা_পালন,342
বিশ্ব_বাণিজ্য_সংস্থার,88
কাজ_চাপ_দখল,64
গতকাল_মঙ্গলবার_বিকেলে,54
বিদ্যার্থীদের_দিনটি_শুভ,109
প্রতিবেদনে_টাইমস_ইন্ডিয়া,92
সর্বোচ্চ_হাজার_টাকা,66
অতিথি_হিসেবে_উপস্থিত,113
স্থানীয়_সরকার_মন্ত্রণালয়,64
কন্যা_Aug_Sep,615
অধিনায়ক_বিরাট_কোহলি,95
অন্যদের_ব্যয়_পছন্দ,84
নাম_প্রকাশ_শর্তে,321
কোটি_লাখ_রুপি,60
মিউচুয়াল_ফান্ডের_লেনদেন,108
ধরনের_সামাজিক_সমস্যার,72
কুম্ভ_জানুয়ারি_ফেব্রুয়ারি,550
রানের_ইনিংস_খেলে,51
পুলিশ_সদর_দপ্তরের,90
বাংলাদেশ_অর্থনৈতিক_অঞ্চল,73
সম্পূর্ণ_বিশ্রাম_নিন,70
শ্রেণি_পেশার_মানুষ,67
জ্ঞানস্পৃহা_বৃদ্ধি_পাবে,278
বরাদ্দ_হাজার_কোটি,57
সূত্র_বলিউড_লাইফকম,76
পরধন_প্রাপ্তির_সম্ভাবনা,72
ছাত্রলীগের_নেতা_কর্মীদের,83
করুন_সুনাম_নষ্ট,109
সংযুক্ত_আরব_আমিরাতের,120
এশিয়া_কাপের_ফাইনালে,78
রানের_জুটি_গড়েন,133
রিপুকে_সংযত_রাখুন,115
নিরাপদ_সড়কের_দাবিতে,212
নিহত_ব্যক্তির_নাম,134
জাতীয়_চলচ্চিত্র_পুরস্কার,100
স্কুল_অ্যান্ড_কলেজের,102
কর্কট_জুন_জুলাই,602
সালের_ফেব্রুয়ারি_মাসে,56
রাত_সাড়ে_টার,137
আর্থিক_অবস্থা_উন্নত,67
বেসরকারি_গবেষণা_সংস্থা,74
কাঁদানে_গ্যাসের_শেল,105
ছাত্রলীগের_নেতা_কর্মীরা,175
রাষ্ট্রপতি_আবদুল_হামিদ,137
ভ্রমণের_সুযোগ_পেতে,78
সম্পাদক_হাছান_মাহমুদ,1
পাকিস্তান_মুসলিম_লিগ,71
বিমান_বাংলাদেশ_এয়ারলাইনসের,90
বৃষ_Apr_May,617
বিশ্বের_সবচেয়ে_ধনী,54
রোকেয়া_রহমান_সাংবাদিক,88
অন্যের_সদাচরণ_করুন,98
হাজার_কোটি_ডলার,337
সামাজিকতায়_অর্থ_ব্যয়,83
নাজমুল_হাসান_পাপন,33
নৌপরিবহনমন্ত্রী_শাজাহান_খান,64
জেলা_পুলিশ_সুপার,55
দিনের_শেষ_ভাগে,61
উপজেলা_নির্বাহী_কর্মকর্তা,157
কান্নায়_ভেঙে_পড়েন,59
ভ্যাট_আইন_বাস্তবায়ন,60
টাইগার_জিন্দা_হ্যায়,111
আজকের_দিনটি_মধ্যম,130
খন্দকার_মাহবুব_হোসেন,73
মধ্যম_আয়ের_দেশ,89
আওয়ামী_লীগ_বিএনপি,203
পুলিশের_ওপর_হামলা,73
বাংলাদেশ_পরিসংখ্যান_ব্যুরোর,65
অর্থনৈতিক_অঞ্চল_প্রতিষ্ঠার,56
নিরাপদ_সড়ক_চাই,90
স্টার_স্পোর্টস_সিলেক্ট,78
তত্ত্বাবধায়ক_সরকারের_আমলে,61
তুলা_সেপ্টেম্বর_অক্টোবর,63
মোশাররফ_হোসেন_ভূঁইয়া,59
কম্পানির_শেয়ারের_দাম,63
সম্পর্ক_ভালো_থাকতে,82
প্রধানমন্ত্রী_শেখ_হাসিনার,749
এভাবে_চলতে_থাকলে,103
আওয়ামী_লীগ_সরকার,165
বদরউদ্দিন_আহমদ_কামরান,60
লাশ_উদ্ধার_ময়নাতদন্তের,79
সন্ধ্যা_সাড়ে_টায়,70
আওয়ামী_লীগ_সমর্থিত,59
আইন_প্রয়োগকারী_সংস্থার,65
রাখুন_আগত_সময়ে,78
ইউরোপীয়_ইউনিয়ন_ইইউ,62
জলবায়ু_পরিবর্তনের_কারণে,61
প্রধান_সূচক_ডিএসইএক্স,79
আরোগ্য_লাভের_সম্ভাবনা,98
আন্তর্জাতিক_সম্পর্ক_বিভাগের,57
তালুকদার_আবদুল_খালেক,94
দুর্নীতি_দমন_কমিশনের,61
অর্থ_পরিকল্পনা_প্রতিমন্ত্রী,70
সুনাম_অন্যের_ঈর্ষার,9
উপচে_পড়া_ভিড়,55
সূত্র_ইন্ডিয়ান_এক্সপ্রেস,71
অপরকে_ভাল_বোঝার,55
কোটা_সংস্কার_আন্দোলনে,92
মুশফিকুর_রহিম_মাহমুদউল্লাহ,60
বিনোদন_রোমান্স_শুভ,108
কাজী_নজরুল_ইসলাম,105
গুরুত্বপূর্ণ_ভূমিকা_রাখে,52
বিএনপির_নেতা_কর্মীদের,175
সৈয়দ_নজরুল_ইসলাম,57
আবেগ_সংযত_রাখুন,96
নির্বাহী_পরিচালক_ইফতেখারুজ্জামান,58
কোটি_টাকা_বরাদ্দ,77
প্রধানমন্ত্রী_শেখ_হাসিনা,1476
বাংলাদেশ_জাতীয়_ইমাম,169
ঢাকা_মেডিকেল_কলেজ,93
অ্যাসোসিয়েশন_বাংলাদেশের_ক্যাব,53
লাশ_উদ্ধার_পুলিশ,163
খন্দকার_গোলাম_মোয়াজ্জেম,19
লেনদেনের_ভিত্তিতে_টাকায়,83
নিজ_নিজ_প্রতিষ্ঠানের,54
বাংলাদেশ_ক্রিকেট_বোর্ডের,54
সময়_অনুকূল_থাকতে,133
বাংলাদেশ_ইনস্টিটিউট_ব্যাংক,59
রোগ_প্রতিরোধ_ক্ষমতা,164
রানের_জুটি_গড়ে,98
বিরুদ্ধে_মামলা_দায়ের,53
তিন_হাজার_টাকা,109
বাড়িতে_অতিথি_সমাগম,56
মূহুর্তের_পরিবর্তনের_স্থগিত,62
দিনের_লেনদেন_শেষে,53
উদ্ধার_ঢাকা_মেডিকেল,75
সময়_ব্যয়_করুন,90
সহকারী_পুলিশ_সুপার,121
সামাজিক_সমস্যার_উদ্ভব,3
ওয়ান_বেল্ট_ওয়ান,51
বৃশ্চিক_Oct_Nov,541
তথ্য_যোগাযোগ_প্রযুক্তি,183
আওয়ামী_লীগ_ক্ষমতায়,76
মিজানুর_রহমান_খান,154
দক্ষিণ_পূর্ব_এশিয়ার,98
নিহত_ব্যক্তিরা_হলেন,100
খেলার_যোগ্যতা_অর্জন,58
বাংলাদেশ_প্রকৌশল_বিশ্ববিদ্যালয়,51
যানবাহন_চলাচল_বন্ধ,61
জড়িত_থাকার_অভিযোগে,61
সালের_জুন_মাসে,87
প্রধান_বিরোধী_দলের,55
ব্যাংক_আর্থিক_প্রতিষ্ঠান,87
বিশ্বের_অন্যতম_সেরা,78
সামাজিক_যোগাযোগ_মাধ্যম,88
পুলিশও_পাল্টা_ছোড়ে,58
রুকু_আয়াত_পারা,52
ভারতীয়_ক্রিকেট_বোর্ড,62
নির্বাচন_কমিশন_গঠন,84
ভোটার_লাখ_হাজার,96
অবলম্বনে_সাকিব_সিকান্দার,296
বাংলাদেশ_প্রকৌশল_বিশ্ববিদ্যালয়ের,86
বিশ্ব_স্বাস্থ্য_সংস্থার,140
অনুষ্ঠানে_প্রধান_অতিথি,166
আপনাকে_অবাক_দেবে,63
পাঠানো_সংবাদ_বিজ্ঞপ্তিতে,61
আন্তর্জাতিক_মুদ্রা_তহবিলের,56
চলতি_অর্থবছরের_মাসে,163
উপজেলা_আওয়ামী_লীগের,97
জ্যেষ্ঠ_বিচারিক_হাকিম,58
জাতীয়_পার্টির_সাংসদ,60
মাধ্যমিক_স্কুল_সার্টিফিকেট,62
কোরিয়ার_নেতা_কিম,58
আওয়ামী_লীগের_নেতারা,161
শেয়ারের_দাম_বেড়েছে,52
আওয়ামী_লীগ_বিএনপির,179
লাখ_টাকা_জরিমানা,113
আওয়ামী_লীগের_নেতাদের,72
সংবাদ_সম্মেলনের_আয়োজন,124
জাতীয়_ফুটবল_দলের,39
ইউএস_বাংলা_এয়ারলাইনসের,53
লাখ_লাখ_মানুষ,129
মোবাইল_ফোন_অপারেটর,66
বেড়ে_অবস্থান_পয়েন্টে,51
হাজার_টাকা_জরিমানা,143
হাজার_হেক্টর_জমিতে,70
থাকুন_সুস্থ_থাকুন,326
ফজলুর_রহমান_বাবু,84
লিটন_কুমার_দাস,61
আওয়ামী_লীগের_কেন্দ্রীয়,78
আসনের_সংসদ_সদস্য,53
থানার_পরিদর্শক_তদন্ত,187
দুর্যোগ_ব্যবস্থাপনা_কর্মী,52
মাশরাফি_বিন_মর্তুজা,93
বেলা_সাড়ে_টায়,81
নাম_প্রকাশে_অনিচ্ছুক,265
পুলিশের_উপস্থিতি_টের,58
স্বত্ব_প্রজেক্ট_সিন্ডিকেট,95
চিকিৎসকের_পরামর্শ_নিন,120
হুসেইন_মুহম্মদ_এরশাদ,93
সাময়িক_অসুস্থতায়_ভুগতে,77
ভারতের_সুপ্রিম_কোর্ট,67
সুরা_বাকারা_আয়াত,81
শেষ_নিঃশ্বাস_ত্যাগ,59
খালেদা_জিয়ার_আইনজীবী,71
ইংলিশ_প্রিমিয়ার_লিগে,75
ফেব্রুয়ারি_জিয়া_অরফানেজ,51
দিনটি_বিবাহিত_জীবনের,53
নির্বাহী_পরিচালক_মুখপাত্র,15
বিবৃতি_সতর্ক_থাকুন,111
কথা_মাথায়_রেখেই,58
পুঁজিবাজার_নিয়ন্ত্রক_সংস্থা,74
মাসে_হাজার_টাকা,98
সামাজিক_সংকট_এড়িয়ে,55
স্বাধীন_নির্বাচন_কমিশন,51
সমস্যা_মনকে_বিচলিত,1
আইনের_আওতায়_আনা,93
শাহজালাল_আন্তর্জাতিক_বিমানবন্দরে,51
তিন_ভাগের_ভাগ,82
আন্তর্জাতিক_সম্মেলন_কেন্দ্রে,4
ভালোবাসার_মানুষটির_সাথে,70
হাজার_কোটি_টাকা,140
লাভ_এনে_দেবে,108
কাজের_সন্ধান_পাবেন,60
তুলা_সেপ্টেম্বর_অক্টোবর,541
খুঁজে_বের_করুন,89
আগ্রহ_বৃদ্ধি_পেতে,60
পানি_উন্নয়ন_বোর্ড,84
শুনানি_শেষে_আদালত,57
সেভ_দ্য_চিলড্রেন,70
বিরুদ্ধে_আইনগত_ব্যবস্থা,59
সংযুক্ত_আরব_আমিরাতে,118
হিসেবে_দায়িত্ব_পালন,334
উইকেটের_পেছনে_ক্যাচ,52
আওয়ামী_লীগের_সভাপতি,146
আওয়ামী_লীগের_সম্পাদক,205
অধিনায়ক_সাকিব_হাসান,157
ক্ষমতা_শক্তি_বেশী,61
তৈরি_পোশাক_রপ্তানি,61
দ্য_ডেইলি_স্টার,60
হালকা_গরম_পানিতে,58
চিকিৎসক_মৃত_ঘোষণা,157
সাবেক_প্রধান_বিচারপতি,80
দক্ষিণ_আফ্রিকার_বিপক্ষে,179
জ্বালানি_তেলের_দাম,117
শিক্ষার্থীদের_দিনটি_শুভ,60
কবি_প্রাবন্ধিক_সাংবাদিক,64
ঢাকা_সিটি_করপোরেশনের,95
পেশাগত_দিক_ভালো,157
কোটি_টাকা_ব্যয়ে,84
পড়াশোনার_আগ্রহ_বোধ,76
কথা_কাজের_খেয়াল,147
শেষে_উইকেটে_রান,62
সূত্র_হিন্দুস্তান_টাইমস,166
সেদিকে_খেয়াল_রাখতে,54
সহকারী_উপপরিদর্শক_এএসআই,121
কোটি_লাখ_টাকার,116
বাকি_অংশ_ছাপা,124
কাজ_শেষ_পারবেন,6
কুম্ভ_Jan_Feb,616
এলাকায়_অভিযান_চালিয়ে,51
বাংলাদেশ_গণিত_অলিম্পিয়াড,58
কামাল_আহমেদ_সাংবাদিক,138
স্বাধীন_বাংলা_বেতার,55
ব্যয়_কোটি_টাকা,58
তৈরি_পোশাক_খাত,69
হাড়ে_হাড়ে_টের,51
মিউচুয়াল_ফান্ডের_শেয়ার,58
সুপ্রিম_কোর্টের_আইনজীবী,83
নির্বাচনে_আওয়ামী_লীগ,58
বিজ্ঞান_প্রযুক্তি_বিশ্ববিদ্যালয়,56
ব্যাবসায়িক_দিক_ভালো,163
মাহমুদ_হাসান_খান,59
পাঁচ_লাখ_টাকা,130
মকর_Dec_Jan,560
আওয়ামী_লীগ_সরকারের,127
লাফার্জ_সুরমা_সিমেন্ট,127
থানার_ভারপ্রাপ্ত_কর্মকর্তা,75
মেহেদি_হাসান_মিরাজ,84
মোহাম্মদ_সাইফ_উদ্দিন,72
আড়াই_লাখ_টাকা,53
